,Time [s],Velocity [km/h],Elevation [m],Battery Temperature [°C],Ambient Temperature [°C]
0,0.0,0.0,500.0,3.0,3.0
1,0.1,0.0,495.68,3.0,3.0
2,0.2,0.12,495.67,3.0,3.0
3,0.3,0.32,495.66,3.0,3.0
4,0.4,0.72,495.65,3.0,3.0
5,0.5,0.74,495.64,3.0,3.0
6,0.6,0.94,495.63,3.0,3.0
7,0.7,1.0,495.62,3.0,3.0
8,0.8,1.05,495.61,3.0,3.0
9,0.9,1.16,495.6,3.0,3.0
10,1.0,1.23,495.59,3.0,3.0
11,1.1,1.19,495.58,3.0,3.0
12,1.2,1.17,495.58,3.0,3.0
13,1.3,1.15,495.57,3.0,3.0
14,1.4,1.08,495.56,3.0,3.0
15,1.5,1.02,495.55,3.0,3.0
16,1.6,0.98,495.54,3.0,3.0
17,1.7,0.92,495.53,3.0,3.0
18,1.8,0.88,495.52,3.0,3.0
19,1.9,0.82,495.51,3.0,3.0
20,2.0,0.78,495.5,3.0,3.0
21,2.1,0.77,495.49,3.0,3.0
22,2.2,0.72,495.48,3.0,3.0
23,2.3,0.72,495.47,3.0,3.0
24,2.4,0.75,495.46,3.0,3.0
25,2.5,0.81,495.45,3.0,3.0
26,2.6,0.86,495.44,3.0,3.0
27,2.7,0.9,495.43,3.0,3.0
28,2.8,1.01,495.42,3.0,3.0
29,2.9,1.15,495.41,3.0,3.0
30,3.0,1.19,495.4,3.0,3.0
31,3.1,1.33,495.39,3.0,3.0
32,3.2,1.41,495.38,3.0,3.0
33,3.3,1.53,495.37,3.0,3.0
34,3.4,1.68,495.36,3.0,3.0
35,3.5,1.83,495.35,3.0,3.0
36,3.6,1.95,495.34,3.0,3.0
37,3.7,2.07,495.33,3.0,3.0
38,3.8,2.18,495.32,3.0,3.0
39,3.9,2.28,495.31,3.0,3.0
40,4.0,2.39,495.3,3.0,3.0
41,4.1,2.46,495.29,3.0,3.0
42,4.2,2.48,495.28,3.0,3.0
43,4.3,2.47,495.27,3.0,3.0
44,4.4,2.44,495.26,3.0,3.0
45,4.5,2.43,495.25,3.0,3.0
46,4.6,2.41,495.24,3.0,3.0
47,4.7,2.4,495.23,3.0,3.0
48,4.8,2.39,495.22,3.0,3.0
49,4.9,2.39,495.21,3.0,3.0
50,5.0,2.38,495.2,3.0,3.0
51,5.1,2.38,495.19,3.0,3.0
52,5.2,2.34,495.18,3.0,3.0
53,5.3,2.3,495.17,3.0,3.0
54,5.4,2.24,495.16,3.0,3.0
55,5.5,2.16,495.15,3.0,3.0
56,5.6,2.09,495.14,3.0,3.0
57,5.7,2.01,495.13,3.0,3.0
58,5.8,1.95,495.12,3.0,3.0
59,5.9,1.86,495.11,3.0,3.0
60,6.0,1.81,495.1,3.0,3.0
61,6.1,1.77,495.09,3.0,3.0
62,6.2,1.72,495.08,3.0,3.0
63,6.3,1.69,495.07,3.0,3.0
64,6.4,1.66,495.06,3.0,3.0
65,6.5,1.66,495.06,3.0,3.0
66,6.6,1.66,495.05,3.22,3.0
67,6.7,1.67,495.04,3.78,3.0
68,6.8,1.69,495.03,4.0,3.0
69,6.9,1.7,495.02,4.0,3.0
70,7.0,1.73,495.01,4.0,3.0
71,7.1,1.76,495.0,4.0,3.0
72,7.2,1.81,494.99,4.0,3.0
73,7.3,1.85,494.98,4.0,3.0
74,7.4,1.9,494.97,4.0,3.0
75,7.5,1.95,494.96,4.0,3.0
76,7.6,2.03,494.95,4.0,3.0
77,7.7,2.07,494.94,4.0,3.0
78,7.8,2.13,494.93,4.0,3.0
79,7.9,2.17,494.92,4.0,3.0
80,8.0,2.2,494.91,4.0,3.0
81,8.1,2.22,494.9,4.0,3.0
82,8.2,2.24,494.89,4.0,3.0
83,8.3,2.28,494.88,4.0,3.0
84,8.4,2.28,494.87,4.0,3.0
85,8.5,2.3,494.86,4.0,3.0
86,8.6,2.33,494.85,4.0,3.0
87,8.7,2.34,494.84,4.0,3.0
88,8.8,2.36,494.83,4.0,3.0
89,8.9,2.34,494.82,4.0,3.0
90,9.0,2.38,494.81,4.0,3.0
91,9.1,2.32,494.8,4.0,3.0
92,9.2,2.3,494.79,4.0,3.0
93,9.3,2.3,494.78,4.0,3.0
94,9.4,2.27,494.77,4.0,3.0
95,9.5,2.22,494.76,4.0,3.0
96,9.6,2.22,494.75,4.0,3.0
97,9.7,2.2,494.74,4.0,3.0
98,9.8,2.19,494.73,4.0,3.0
99,9.9,2.2,494.72,4.0,3.0
100,10.0,2.2,494.71,4.0,3.0
101,10.1,2.22,494.7,4.0,3.0
102,10.2,2.23,494.69,4.0,3.0
103,10.3,2.27,494.68,4.0,3.0
104,10.4,2.26,494.67,4.0,3.0
105,10.5,2.25,494.66,4.0,3.0
106,10.6,2.28,494.65,4.0,3.0
107,10.7,2.26,494.64,4.0,3.0
108,10.8,2.25,494.63,4.0,3.0
109,10.9,2.22,494.62,4.0,3.0
110,11.0,2.15,494.61,4.0,3.0
111,11.1,2.11,494.6,4.0,3.0
112,11.2,2.07,494.59,4.0,3.0
113,11.3,2.03,494.58,4.0,3.0
114,11.4,1.98,494.57,4.0,3.0
115,11.5,1.93,494.56,4.0,3.0
116,11.6,1.87,494.55,4.0,3.0
117,11.7,1.82,494.54,4.0,3.0
118,11.8,1.78,494.54,4.0,3.0
119,11.9,1.7,494.53,4.0,3.0
120,12.0,1.63,494.52,4.0,3.0
121,12.1,1.56,494.51,4.0,3.0
122,12.2,1.42,494.5,4.0,3.0
123,12.3,1.35,494.49,4.0,3.0
124,12.4,1.2,494.48,4.0,3.0
125,12.5,1.14,494.47,4.0,3.0
126,12.6,1.1,494.46,4.0,3.0
127,12.7,0.92,494.45,4.0,3.0
128,12.8,0.85,494.44,4.0,3.0
129,12.9,0.81,494.43,4.0,3.0
130,13.0,0.66,494.42,4.0,3.0
131,13.1,0.66,494.41,4.0,3.0
132,13.2,0.59,494.4,4.0,3.0
133,13.3,0.47,494.39,4.0,3.0
134,13.4,0.21,494.38,4.0,3.0
135,13.5,0.17,494.37,4.0,3.0
136,13.6,0.16,494.36,4.0,3.0
137,13.7,0.14,494.35,4.0,3.0
138,13.8,0.14,494.34,4.0,3.0
139,13.9,0.14,494.33,4.0,3.0
140,14.0,0.13,494.32,4.0,3.0
141,14.1,0.11,494.31,4.0,3.0
142,14.2,0.11,494.3,4.0,3.0
143,14.3,0.11,494.29,4.0,3.0
144,14.4,0.09,494.28,4.0,3.0
145,14.5,0.09,494.27,4.0,3.0
146,14.6,0.08,494.26,4.0,3.0
147,14.7,0.08,494.25,4.0,3.0
148,14.8,0.03,494.24,4.0,3.0
149,14.9,0.01,494.23,4.0,3.0
150,15.0,0.0,494.22,4.0,3.0
151,15.1,0.0,494.21,4.0,3.0
152,15.2,0.0,494.2,4.0,3.0
153,15.3,0.0,494.19,4.0,3.0
154,15.4,0.0,494.18,4.0,3.0
155,15.5,0.0,494.17,4.0,3.0
156,15.6,0.0,494.16,4.0,3.0
157,15.7,0.17,494.15,4.0,3.0
158,15.8,0.27,494.14,4.0,3.0
159,15.9,0.28,494.13,4.0,3.0
160,16.0,0.34,494.12,4.0,3.0
161,16.1,0.45,494.11,4.0,3.0
162,16.2,0.55,494.1,4.0,3.0
163,16.3,0.72,494.09,4.0,3.0
164,16.4,0.88,494.08,4.0,3.0
165,16.5,1.09,494.07,4.0,3.0
166,16.6,1.22,494.06,4.0,3.0
167,16.7,1.41,494.05,4.0,3.0
168,16.8,1.64,494.04,4.0,3.0
169,16.9,1.83,494.03,4.0,3.0
170,17.0,2.07,494.02,4.0,3.0
171,17.1,2.3,494.02,4.0,3.0
172,17.2,2.51,494.01,4.0,3.0
173,17.3,2.7,494.0,4.0,3.0
174,17.4,2.89,493.99,4.0,3.0
175,17.5,3.05,493.98,4.0,3.0
176,17.6,3.22,493.97,4.0,3.0
177,17.7,3.36,493.96,4.0,3.0
178,17.8,3.53,493.95,4.0,3.0
179,17.9,3.69,493.94,4.0,3.0
180,18.0,3.85,493.93,4.0,3.0
181,18.1,4.0,493.92,4.0,3.0
182,18.2,4.15,493.91,4.0,3.0
183,18.3,4.28,493.9,4.0,3.0
184,18.4,4.42,493.89,4.0,3.0
185,18.5,4.54,493.88,4.0,3.0
186,18.6,4.65,493.87,4.0,3.0
187,18.7,4.73,493.86,4.0,3.0
188,18.8,4.81,493.85,4.0,3.0
189,18.9,4.77,493.84,4.0,3.0
190,19.0,4.75,493.83,4.0,3.0
191,19.1,4.67,493.82,4.0,3.0
192,19.2,4.6,493.81,4.0,3.0
193,19.3,4.52,493.8,4.0,3.0
194,19.4,4.38,493.79,4.0,3.0
195,19.5,4.24,493.78,4.0,3.0
196,19.6,4.08,493.77,4.0,3.0
197,19.7,3.89,493.76,4.0,3.0
198,19.8,3.67,493.75,4.0,3.0
199,19.9,3.45,493.74,4.0,3.0
200,20.0,3.21,493.73,4.0,3.0
201,20.1,2.99,493.72,4.0,3.0
202,20.2,2.79,493.71,4.0,3.0
203,20.3,2.65,493.7,4.0,3.0
204,20.4,2.55,493.69,4.0,3.0
205,20.5,2.47,493.68,4.0,3.0
206,20.6,2.45,493.67,4.0,3.0
207,20.7,2.42,493.66,4.0,3.0
208,20.8,2.41,493.65,4.0,3.0
209,20.9,2.42,493.64,4.0,3.0
210,21.0,2.4,493.63,4.0,3.0
211,21.1,2.36,493.62,4.0,3.0
212,21.2,2.36,493.61,4.0,3.0
213,21.3,2.4,493.6,4.0,3.0
214,21.4,2.45,493.59,4.0,3.0
215,21.5,2.54,493.58,4.0,3.0
216,21.6,2.71,493.57,4.0,3.0
217,21.7,2.97,493.56,4.0,3.0
218,21.8,3.25,493.55,4.0,3.0
219,21.9,3.59,493.54,4.0,3.0
220,22.0,3.89,493.53,4.0,3.0
221,22.1,4.25,493.52,4.0,3.0
222,22.2,4.56,493.51,4.0,3.0
223,22.3,4.91,493.5,4.0,3.0
224,22.4,5.26,493.5,4.0,3.0
225,22.5,5.5,493.49,4.0,3.0
226,22.6,5.84,493.48,4.0,3.0
227,22.7,6.16,493.47,4.0,3.0
228,22.8,6.48,493.46,4.0,3.0
229,22.9,6.76,493.45,4.0,3.0
230,23.0,6.98,493.44,4.0,3.0
231,23.1,7.17,493.43,4.0,3.0
232,23.2,7.33,493.42,4.0,3.0
233,23.3,7.49,493.41,4.0,3.0
234,23.4,7.6,493.4,4.0,3.0
235,23.5,7.7,493.39,4.0,3.0
236,23.6,7.8,493.38,4.0,3.0
237,23.7,7.89,493.37,4.0,3.0
238,23.8,7.91,493.36,4.0,3.0
239,23.9,7.95,493.35,4.0,3.0
240,24.0,8.08,493.34,4.0,3.0
241,24.1,8.22,493.33,4.0,3.0
242,24.2,8.31,493.32,4.0,3.0
243,24.3,8.37,493.31,4.0,3.0
244,24.4,8.5,493.3,4.0,3.0
245,24.5,8.66,493.29,4.0,3.0
246,24.6,8.79,493.28,4.0,3.0
247,24.7,8.94,493.27,4.0,3.0
248,24.8,9.12,493.26,4.0,3.0
249,24.9,9.29,493.25,4.0,3.0
250,25.0,9.47,493.24,4.0,3.0
251,25.1,9.61,493.23,4.0,3.0
252,25.2,9.9,493.22,4.0,3.0
253,25.3,10.0,493.21,4.0,3.0
254,25.4,10.11,493.2,4.0,3.0
255,25.5,10.23,493.19,4.0,3.0
256,25.6,10.36,493.18,4.0,3.0
257,25.7,10.51,493.17,4.0,3.0
258,25.8,10.65,493.16,4.0,3.0
259,25.9,10.8,493.15,4.0,3.0
260,26.0,10.96,493.14,4.0,3.0
261,26.1,11.14,493.13,4.0,3.0
262,26.2,11.31,493.12,4.0,3.0
263,26.3,11.48,493.11,4.0,3.0
264,26.4,11.59,493.1,4.0,3.0
265,26.5,11.76,493.09,4.0,3.0
266,26.6,11.92,493.08,4.0,3.0
267,26.7,12.08,493.07,4.0,3.0
268,26.8,12.2,493.06,4.0,3.0
269,26.9,12.36,493.05,4.0,3.0
270,27.0,12.47,493.04,4.0,3.0
271,27.1,12.61,493.03,4.0,3.0
272,27.2,12.72,493.02,4.0,3.0
273,27.3,12.87,493.01,4.0,3.0
274,27.4,12.94,493.0,4.0,3.0
275,27.5,13.04,492.99,4.0,3.0
276,27.6,13.09,492.98,4.0,3.0
277,27.7,13.14,492.97,4.0,3.0
278,27.8,13.17,492.97,4.0,3.0
279,27.9,13.2,492.96,4.0,3.0
280,28.0,13.23,492.95,4.0,3.0
281,28.1,13.2,492.94,4.0,3.0
282,28.2,13.19,492.93,4.0,3.0
283,28.3,13.21,492.92,4.0,3.0
284,28.4,13.14,492.91,4.0,3.0
285,28.5,13.13,492.9,4.0,3.0
286,28.6,13.12,492.89,4.0,3.0
287,28.7,13.05,492.88,4.0,3.0
288,28.8,12.95,492.87,4.0,3.0
289,28.9,12.86,492.86,4.0,3.0
290,29.0,12.77,492.85,4.0,3.0
291,29.1,12.71,492.84,4.0,3.0
292,29.2,12.65,492.83,4.0,3.0
293,29.3,12.6,492.82,4.0,3.0
294,29.4,12.57,492.81,4.0,3.0
295,29.5,12.47,492.8,4.0,3.0
296,29.6,12.38,492.79,4.0,3.0
297,29.7,12.35,492.78,4.0,3.0
298,29.8,12.35,492.77,4.0,3.0
299,29.9,12.29,492.76,4.0,3.0
300,30.0,12.2,492.75,4.0,3.0
301,30.1,12.16,492.74,4.0,3.0
302,30.2,12.11,492.73,4.0,3.0
303,30.3,12.13,492.72,4.0,3.0
304,30.4,12.07,492.71,4.0,3.0
305,30.5,12.1,492.7,4.0,3.0
306,30.6,12.05,492.69,4.0,3.0
307,30.7,12.05,492.68,4.0,3.0
308,30.8,12.04,492.67,4.0,3.0
309,30.9,12.05,492.66,4.0,3.0
310,31.0,12.05,492.65,4.0,3.0
311,31.1,12.01,492.64,4.0,3.0
312,31.2,12.05,492.63,4.0,3.0
313,31.3,12.03,492.62,4.0,3.0
314,31.4,12.03,492.61,4.0,3.0
315,31.5,12.03,492.6,4.0,3.0
316,31.6,12.06,492.59,4.0,3.0
317,31.7,12.05,492.58,4.0,3.0
318,31.8,12.04,492.57,4.0,3.0
319,31.9,12.06,492.56,4.0,3.0
320,32.0,12.07,492.55,4.0,3.0
321,32.1,12.07,492.54,4.0,3.0
322,32.2,12.07,492.53,4.0,3.0
323,32.3,12.08,492.52,4.0,3.0
324,32.4,12.09,492.51,4.0,3.0
325,32.5,12.08,492.5,4.0,3.0
326,32.6,12.11,492.49,4.0,3.0
327,32.7,12.14,492.48,4.0,3.0
328,32.8,12.13,492.47,4.0,3.0
329,32.9,12.16,492.46,4.0,3.0
330,33.0,12.18,492.45,4.0,3.0
331,33.1,12.13,492.45,4.0,3.0
332,33.2,12.13,492.44,4.0,3.0
333,33.3,12.12,492.43,4.0,3.0
334,33.4,12.12,492.42,4.0,3.0
335,33.5,12.06,492.41,4.0,3.0
336,33.6,12.05,492.4,4.0,3.0
337,33.7,12.03,492.39,4.0,3.0
338,33.8,11.99,492.38,4.0,3.0
339,33.9,11.92,492.37,4.0,3.0
340,34.0,11.88,492.36,4.0,3.0
341,34.1,11.79,492.35,4.0,3.0
342,34.2,11.78,492.34,4.0,3.0
343,34.3,11.67,492.33,4.0,3.0
344,34.4,11.61,492.32,4.0,3.0
345,34.5,11.54,492.31,4.0,3.0
346,34.6,11.44,492.3,4.0,3.0
347,34.7,11.29,492.29,4.0,3.0
348,34.8,11.1,492.28,4.0,3.0
349,34.9,10.89,492.27,4.0,3.0
350,35.0,10.69,492.26,4.0,3.0
351,35.1,10.34,492.25,4.0,3.0
352,35.2,9.99,492.24,4.0,3.0
353,35.3,9.64,492.23,4.0,3.0
354,35.4,9.28,492.22,4.0,3.0
355,35.5,8.92,492.21,4.0,3.0
356,35.6,8.67,492.2,4.0,3.0
357,35.7,8.39,492.19,4.0,3.0
358,35.8,8.15,492.18,4.0,3.0
359,35.9,7.92,492.17,4.0,3.0
360,36.0,7.69,492.16,4.0,3.0
361,36.1,7.47,492.15,4.0,3.0
362,36.2,7.21,492.14,4.0,3.0
363,36.3,6.91,492.13,4.0,3.0
364,36.4,6.64,492.12,4.0,3.0
365,36.5,6.39,492.11,4.0,3.0
366,36.6,6.14,492.1,4.0,3.0
367,36.7,5.89,492.09,4.0,3.0
368,36.8,5.65,492.08,4.0,3.0
369,36.9,5.42,492.07,4.0,3.0
370,37.0,5.22,492.06,4.0,3.0
371,37.1,5.04,492.05,4.0,3.0
372,37.2,4.87,492.04,4.0,3.0
373,37.3,4.73,492.03,4.0,3.0
374,37.4,4.63,492.02,4.0,3.0
375,37.5,4.49,492.01,4.0,3.0
376,37.6,4.38,492.0,4.0,3.0
377,37.7,4.29,491.99,4.0,3.0
378,37.8,4.18,491.98,4.0,3.0
379,37.9,4.13,491.97,4.0,3.0
380,38.0,4.08,491.96,4.0,3.0
381,38.1,4.16,491.95,4.0,3.0
382,38.2,4.18,491.94,4.0,3.0
383,38.3,4.23,491.93,4.0,3.0
384,38.4,4.36,491.93,4.0,3.0
385,38.5,4.5,491.92,4.0,3.0
386,38.6,4.71,491.91,4.0,3.0
387,38.7,4.95,491.9,4.0,3.0
388,38.8,5.23,491.89,4.0,3.0
389,38.9,5.49,491.88,4.0,3.0
390,39.0,5.77,491.87,4.0,3.0
391,39.1,6.09,491.86,4.0,3.0
392,39.2,6.46,491.85,4.0,3.0
393,39.3,6.79,491.84,4.0,3.0
394,39.4,7.17,491.83,4.0,3.0
395,39.5,7.57,491.82,4.0,3.0
396,39.6,7.9,491.81,4.0,3.0
397,39.7,8.3,491.8,4.0,3.0
398,39.8,8.6,491.79,4.0,3.0
399,39.9,8.9,491.78,4.0,3.0
400,40.0,9.14,491.77,4.0,3.0
401,40.1,9.23,491.76,4.0,3.0
402,40.2,9.36,491.75,4.0,3.0
403,40.3,9.56,491.74,4.0,3.0
404,40.4,9.65,491.73,4.0,3.0
405,40.5,9.67,491.72,4.0,3.0
406,40.6,9.74,491.71,4.0,3.0
407,40.7,9.88,491.7,4.0,3.0
408,40.8,9.99,491.69,4.0,3.0
409,40.9,10.2,491.68,4.0,3.0
410,41.0,10.36,491.67,4.0,3.0
411,41.1,10.52,491.66,4.0,3.0
412,41.2,10.88,491.65,4.0,3.0
413,41.3,11.19,491.64,4.0,3.0
414,41.4,11.54,491.63,4.0,3.0
415,41.5,11.87,491.62,4.0,3.0
416,41.6,12.24,491.61,4.0,3.0
417,41.7,12.65,491.6,4.0,3.0
418,41.8,13.09,491.59,4.0,3.0
419,41.9,13.44,491.58,4.0,3.0
420,42.0,13.81,491.57,4.0,3.0
421,42.1,14.15,491.56,4.0,3.0
422,42.2,14.56,491.55,4.0,3.0
423,42.3,14.96,491.54,4.0,3.0
424,42.4,15.3,491.53,4.0,3.0
425,42.5,15.68,491.52,4.0,3.0
426,42.6,16.05,491.51,4.0,3.0
427,42.7,16.42,491.5,4.0,3.0
428,42.8,16.8,491.49,4.0,3.0
429,42.9,17.12,491.48,4.0,3.0
430,43.0,17.46,491.47,4.0,3.0
431,43.1,17.8,491.46,4.0,3.0
432,43.2,18.11,491.45,4.0,3.0
433,43.3,18.37,491.44,4.0,3.0
434,43.4,18.66,491.43,4.0,3.0
435,43.5,18.87,491.42,4.0,3.0
436,43.6,19.05,491.41,4.0,3.0
437,43.7,19.24,491.41,4.0,3.0
438,43.8,19.37,491.4,4.0,3.0
439,43.9,19.46,491.39,4.0,3.0
440,44.0,19.58,491.38,4.0,3.0
441,44.1,19.67,491.37,4.0,3.0
442,44.2,19.77,491.36,4.0,3.0
443,44.3,19.81,491.35,4.0,3.0
444,44.4,19.86,491.34,4.0,3.0
445,44.5,19.89,491.33,4.0,3.0
446,44.6,19.93,491.32,4.0,3.0
447,44.7,19.92,491.31,4.0,3.0
448,44.8,19.98,491.3,4.0,3.0
449,44.9,19.98,491.29,4.0,3.0
450,45.0,19.88,491.28,4.0,3.0
451,45.1,20.01,491.27,4.0,3.0
452,45.2,20.01,491.26,4.0,3.0
453,45.3,20.01,491.25,4.0,3.0
454,45.4,20.15,491.24,4.0,3.0
455,45.5,20.04,491.23,4.0,3.0
456,45.6,20.08,491.22,4.0,3.0
457,45.7,20.05,491.21,4.0,3.0
458,45.8,20.14,491.2,4.0,3.0
459,45.9,20.13,491.19,4.0,3.0
460,46.0,20.18,491.18,4.0,3.0
461,46.1,20.18,491.17,4.0,3.0
462,46.2,20.25,491.16,4.0,3.0
463,46.3,20.24,491.15,4.0,3.0
464,46.4,20.28,491.14,4.0,3.0
465,46.5,20.25,491.13,4.0,3.0
466,46.6,20.34,491.12,4.0,3.0
467,46.7,20.28,491.11,4.0,3.0
468,46.8,20.28,491.1,4.0,3.0
469,46.9,20.29,491.09,4.0,3.0
470,47.0,20.3,491.08,4.0,3.0
471,47.1,20.3,491.07,4.0,3.0
472,47.2,20.31,491.06,4.0,3.0
473,47.3,20.32,491.05,4.0,3.0
474,47.4,20.29,491.04,4.0,3.0
475,47.5,20.26,491.03,4.0,3.0
476,47.6,20.25,491.02,4.0,3.0
477,47.7,20.27,491.01,4.0,3.0
478,47.8,20.23,491.0,4.0,3.0
479,47.9,20.23,490.99,4.0,3.0
480,48.0,20.28,490.98,4.0,3.0
481,48.1,20.29,490.97,4.0,3.0
482,48.2,20.23,490.96,4.0,3.0
483,48.3,20.21,490.95,4.0,3.0
484,48.4,20.32,490.94,4.0,3.0
485,48.5,20.39,490.93,4.0,3.0
486,48.6,20.47,490.92,4.0,3.0
487,48.7,20.58,490.91,4.0,3.0
488,48.8,20.66,490.9,4.0,3.0
489,48.9,20.81,490.89,4.0,3.0
490,49.0,21.0,490.89,4.0,3.0
491,49.1,21.15,490.88,4.0,3.0
492,49.2,21.31,490.87,4.0,3.0
493,49.3,21.46,490.86,4.0,3.0
494,49.4,21.66,490.85,4.0,3.0
495,49.5,21.8,490.84,4.0,3.0
496,49.6,21.99,490.83,4.0,3.0
497,49.7,22.19,490.82,4.0,3.0
498,49.8,22.32,490.81,4.0,3.0
499,49.9,22.48,490.8,4.0,3.0
500,50.0,22.7,490.79,4.0,3.0
501,50.1,22.83,490.78,4.0,3.0
502,50.2,22.99,490.77,4.0,3.0
503,50.3,23.13,490.76,4.0,3.0
504,50.4,23.2,490.75,4.0,3.0
505,50.5,23.29,490.74,4.0,3.0
506,50.6,23.34,490.73,4.0,3.0
507,50.7,23.4,490.72,4.0,3.0
508,50.8,23.44,490.71,4.0,3.0
509,50.9,23.44,490.7,4.0,3.0
510,51.0,23.49,490.69,4.0,3.0
511,51.1,23.49,490.68,4.0,3.0
512,51.2,23.52,490.67,4.0,3.0
513,51.3,23.54,490.66,4.0,3.0
514,51.4,23.59,490.65,4.0,3.0
515,51.5,23.61,490.64,4.0,3.0
516,51.6,23.65,490.63,4.0,3.0
517,51.7,23.65,490.62,4.0,3.0
518,51.8,23.74,490.61,4.0,3.0
519,51.9,23.82,490.6,4.0,3.0
520,52.0,23.84,490.59,4.0,3.0
521,52.1,23.97,490.58,4.0,3.0
522,52.2,24.0,490.57,4.0,3.0
523,52.3,24.18,490.56,4.0,3.0
524,52.4,24.27,490.55,4.0,3.0
525,52.5,24.41,490.54,4.0,3.0
526,52.6,24.48,490.53,4.0,3.0
527,52.7,24.6,490.52,4.0,3.0
528,52.8,24.75,490.51,4.0,3.0
529,52.9,24.97,490.5,4.0,3.0
530,53.0,25.12,490.49,4.0,3.0
531,53.1,25.17,490.48,4.0,3.0
532,53.2,25.28,490.47,4.0,3.0
533,53.3,25.39,490.46,4.0,3.0
534,53.4,25.53,490.45,4.0,3.0
535,53.5,25.63,490.44,4.0,3.0
536,53.6,25.77,490.43,4.0,3.0
537,53.7,25.9,490.42,4.0,3.0
538,53.8,26.0,490.41,4.0,3.0
539,53.9,26.12,490.4,4.0,3.0
540,54.0,26.22,490.39,4.0,3.0
541,54.1,26.29,490.38,4.0,3.0
542,54.2,26.36,490.37,4.0,3.0
543,54.3,26.45,490.36,4.0,3.0
544,54.4,26.58,490.36,4.0,3.0
545,54.5,26.82,490.35,4.0,3.0
546,54.6,26.82,490.34,4.0,3.0
547,54.7,26.87,490.33,4.0,3.0
548,54.8,27.09,490.32,4.0,3.0
549,54.9,27.23,490.31,4.0,3.0
550,55.0,27.34,490.3,4.0,3.0
551,55.1,27.5,490.29,4.0,3.0
552,55.2,27.64,490.28,4.0,3.0
553,55.3,27.75,490.27,4.0,3.0
554,55.4,27.86,490.26,4.0,3.0
555,55.5,27.97,490.25,4.0,3.0
556,55.6,28.06,490.24,4.0,3.0
557,55.7,28.18,490.23,4.0,3.0
558,55.8,28.3,490.22,4.0,3.0
559,55.9,28.44,490.21,4.0,3.0
560,56.0,28.59,490.2,4.0,3.0
561,56.1,28.65,490.19,4.0,3.0
562,56.2,28.66,490.18,4.0,3.0
563,56.3,28.8,490.17,4.0,3.0
564,56.4,28.92,490.16,4.0,3.0
565,56.5,29.14,490.15,4.0,3.0
566,56.6,29.17,490.14,4.0,3.0
567,56.7,29.11,490.13,4.0,3.0
568,56.8,29.15,490.12,4.0,3.0
569,56.9,29.22,490.11,4.0,3.0
570,57.0,29.35,490.1,4.0,3.0
571,57.1,29.35,490.09,4.0,3.0
572,57.2,29.39,490.08,4.0,3.0
573,57.3,29.42,490.07,4.0,3.0
574,57.4,29.44,490.06,4.0,3.0
575,57.5,29.45,490.05,4.0,3.0
576,57.6,29.51,490.04,4.0,3.0
577,57.7,29.61,490.03,4.0,3.0
578,57.8,29.68,490.02,4.0,3.0
579,57.9,29.74,490.01,4.0,3.0
580,58.0,29.81,490.0,4.0,3.0
581,58.1,29.86,489.99,4.0,3.0
582,58.2,29.92,489.98,4.0,3.0
583,58.3,30.01,489.97,4.0,3.0
584,58.4,30.18,489.96,4.0,3.0
585,58.5,30.32,489.95,4.0,3.0
586,58.6,30.4,489.94,4.0,3.0
587,58.7,30.3,489.93,4.0,3.0
588,58.8,30.39,489.92,4.0,3.0
589,58.9,30.44,489.91,4.0,3.0
590,59.0,30.59,489.9,4.0,3.0
591,59.1,30.72,489.89,4.0,3.0
592,59.2,30.72,489.88,4.0,3.0
593,59.3,30.8,489.87,4.0,3.0
594,59.4,30.81,489.86,4.0,3.0
595,59.5,30.81,489.85,4.0,3.0
596,59.6,30.71,489.84,4.0,3.0
597,59.7,30.8,489.84,4.0,3.0
598,59.8,30.88,489.83,4.0,3.0
599,59.9,30.92,489.82,4.0,3.0
600,60.0,30.91,489.81,4.0,3.0
601,60.1,30.91,489.8,4.0,3.0
602,60.2,31.06,489.79,4.0,3.0
603,60.3,31.12,489.78,4.0,3.0
604,60.4,31.2,489.77,4.0,3.0
605,60.5,31.19,489.76,4.0,3.0
606,60.6,31.3,489.75,4.0,3.0
607,60.7,31.34,489.74,4.0,3.0
608,60.8,31.36,489.73,4.0,3.0
609,60.9,31.39,489.72,4.0,3.0
610,61.0,31.44,489.71,4.0,3.0
611,61.1,31.45,489.7,4.0,3.0
612,61.2,31.51,489.69,4.0,3.0
613,61.3,31.47,489.68,4.0,3.0
614,61.4,31.56,489.67,4.0,3.0
615,61.5,31.64,489.66,4.0,3.0
616,61.6,31.58,489.65,4.0,3.0
617,61.7,31.73,489.64,4.0,3.0
618,61.8,31.84,489.63,4.0,3.0
619,61.9,31.77,489.62,4.0,3.0
620,62.0,31.53,489.61,4.0,3.0
621,62.1,31.62,489.6,4.0,3.0
622,62.2,31.67,489.59,4.0,3.0
623,62.3,31.67,489.58,4.0,3.0
624,62.4,31.66,489.57,4.0,3.0
625,62.5,31.69,489.56,4.0,3.0
626,62.6,31.72,489.55,4.0,3.0
627,62.7,31.72,489.54,4.0,3.0
628,62.8,31.74,489.53,4.0,3.0
629,62.9,31.72,489.52,4.0,3.0
630,63.0,31.74,489.51,4.0,3.0
631,63.1,31.72,489.5,4.0,3.0
632,63.2,31.74,489.49,4.0,3.0
633,63.3,31.82,489.48,4.0,3.0
